_id,date,devid,srcip,srcintfrole,poluuid,dstport,dstmac,tz,authserver,eventtime,sessionid,sentpkt,type,srccountry,duration,dsthwversion,dstosname,policyid,subtype,action,devname,dstip,masterdstmac,dstintf,trandisp,dstdevtype,srcintf,sentbyte,dstfamily,level,policytype,dsthwvendor,priority,vpntype,vd,dstintfrole,appcat,service,proto,srcport,logid,policyname,time,dstcountry,user,rcvdbyte,rcvdpkt,dstserver,nifi_datetime,crlevel,crscore,craction,msg,reason,method,logdesc,ui,sn,status,sentdelta,mastersrcmac,srcmac,srcserver,transip,transport,rcvddelta,srchwvendor,identifier,osname,app,srcname,srcswversion,unauthusersource,unauthuser,srcfamily,devtype,srchwversion,pdstport,psrcport,dstuser,dstswversion,dstunauthuser,dstunauthusersource,replysrcintf,srcuuid,dstuuid,applist,apprisk,incidentserialno,hostname,direction,url,appid,eventtype,vwlname,dstregion,dstcity,vwlid,vwlquality,dstinetsvc,dstreputation,utmaction,countapp,server,vpn,locip,role,useralt,dir,cookies,vpntunnel,remport,result,advpnsc,group,init,assignip,xauthuser,outintf,version,xauthgroup,locport,remip,exch,peer_notif,src_int,policy_id,epoch,dst_int,from,voip_proto,kind,profile,session_id,call_id,src_port,event_id,dst_port,to,scertcname,ip,interface,mac,dhcp_msg,lease,tunnelid,tunneltype,dst_host,scertissuer,espauth,esptransform,out_spi,in_spi
gUxeHJ8BimBA0eJ5cBMm,2026-06-30,FG100FTK23080008,10.171.8.3,lan,9670f256-8007-51ef-caf1-bf5b165344c2,445,2c:f0:5d:1c:69:a7,+0200,FSSO-DC,1782836565759005284,2390796911,2,traffic,Reserved,11,,Windows,23,forward,timeout,Fiorucci-FG-01,172.30.0.165,2c:f0:5d:1c:69:a7,VLAN30,noop,,VLAN410,104,,notice,policy,MSI,189,,root,lan,unscanned,SMB,6,49266,0000000013,PolicyStampanti,18:22:46,Reserved,ADMINISTRATOR,0,0,,2026-07-01T06:29:38,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,,ITPOME-DC3,11,,,,,,,,TM_COTTI,11,tm_cotti,kerberos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mUxeHJ8BimBA0eJ5lxMw,2026-06-30,FG100FTK23080008,172.30.16.38,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782836565778996704,2390780243,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,103,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,58423,0000000013,Fiorucci-MAC,18:22:46,Reserved,ANTONELLO.MISCISCHIA,288,1,,2026-07-01T06:29:48,,,,,,,,,,,,6c:4b:90:ea:c5:1d,6c:4b:90:ea:c5:1d,0,,,,,,,,,,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkxeHJ8BimBA0eJ5lxMw,2026-06-30,FG100FTK23080008,172.30.16.38,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,53,,+0200,FSSO-DC,1782836565759009484,2390780247,1,traffic,Reserved,180,,,81,forward,accept,Fiorucci-FG-01,1.1.1.1,,wan1,snat,,VALN80,103,,notice,policy,,189,,root,wan,unscanned,DNS,17,58423,0000000013,Navigazione_Fiorucci,18:22:46,Australia,ANTONELLO.MISCISCHIA,163,1,,2026-07-01T06:29:48,,,,,,,,,,,,6c:4b:90:ea:c5:1d,6c:4b:90:ea:c5:1d,0,2.117.144.115,58423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s0xeHJ8BimBA0eJ5vhM2,2026-06-30,FG100FTK23080008,172.30.19.102,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782836565958995025,2390797323,4,traffic,Reserved,7,,,81,forward,client-rst,Fiorucci-FG-01,15.197.193.217,,wan1,snat,,VLAN60,200,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,51360,0000000013,Navigazione_Fiorucci,18:22:46,United,,300,5,,2026-07-01T06:29:58,,,,,,,,,,,,9e:8a:c4:2d:04:9e,9e:8a:c4:2d:04:9e,0,2.117.144.115,51360,,,,Android,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tExeHJ8BimBA0eJ5vhM2,2026-06-30,FG100FTK23080008,172.30.19.102,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782836565958992905,2390797319,3,traffic,Reserved,7,,,81,forward,client-rst,Fiorucci-FG-01,178.250.1.12,,wan1,snat,,VLAN60,160,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,54614,0000000013,Navigazione_Fiorucci,18:22:46,Netherlands,,180,3,,2026-07-01T06:29:58,,,,,,,,,,,,9e:8a:c4:2d:04:9e,9e:8a:c4:2d:04:9e,0,2.117.144.115,54614,,,,Android,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kxeHJ8BimBA0eJ55RNJ,2026-06-30,FG100FTK23080008,172.30.19.102,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782836565978996184,2390797327,3,traffic,Reserved,7,,,81,forward,client-rst,Fiorucci-FG-01,69.173.156.138,,wan1,snat,,VLAN60,160,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,36062,0000000013,Navigazione_Fiorucci,18:22:46,Netherlands,,144,3,,2026-07-01T06:30:08,,,,,,,,,,,,9e:8a:c4:2d:04:9e,9e:8a:c4:2d:04:9e,0,2.117.144.115,36062,,,,Android,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10xeHJ8BimBA0eJ55RNO,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:67:f9:d2:aa,+0200,FSSO-DC,1782836565988996984,2390797807,16,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.168,00:80:67:f9:d2:aa,VLAN30,noop,,Mac,724,,notice,policy,,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,57589,0000000013,MAC-Fiorucci,18:22:46,Reserved,ADM_BOSI,502,10,0,2026-07-01T06:30:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8UxfHJ8BimBA0eJ5DBNf,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:08:32:28:e4:41,+0200,,1782836566138994704,2390780147,4,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.66,00:08:32:28:e4:41,VLAN10,noop,,Mac,322,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,45523,0000000013,MAC-Fiorucci,18:22:46,Reserved,,994,4,0,2026-07-01T06:30:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8kxfHJ8BimBA0eJ5DBNf,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:08:32:5d:b5:c1,+0200,,1782836566138997424,2390780155,4,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.59,00:08:32:5d:b5:c1,VLAN10,noop,,Mac,322,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,56572,0000000013,MAC-Fiorucci,18:22:46,Reserved,,1044,4,0,2026-07-01T06:30:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkxfHJ8BimBA0eJ5MxRr,2026-06-30,FG100FTK23080008,172.30.19.102,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782836566139009104,2390797171,9,traffic,Reserved,8,,,81,forward,client-rst,Fiorucci-FG-01,52.85.185.8,,wan1,snat,,VLAN60,2444,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,38352,0000000013,Navigazione_Fiorucci,18:22:46,Italy,,1710,7,,2026-07-01T06:30:28,,,,,,,,,,,,9e:8a:c4:2d:04:9e,9e:8a:c4:2d:04:9e,0,2.117.144.115,38352,,,,Android,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C0xfHJ8BimBA0eJ5MxRv,2026-06-30,FG100FTK23080008,172.30.19.102,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782836566159002024,2390797307,10,traffic,Reserved,7,,,81,forward,client-rst,Fiorucci-FG-01,23.50.152.197,,wan1,snat,,VLAN60,2621,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,56492,0000000013,Navigazione_Fiorucci,18:22:46,Italy,,608,6,,2026-07-01T06:30:28,,,,,,,,,,,,9e:8a:c4:2d:04:9e,9e:8a:c4:2d:04:9e,0,2.117.144.115,56492,,,,Android,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkxiHJ8BimBA0eJ5Zxbe,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:42:5a:67:c4:41,+0200,,1782836805469006725,2390803847,6,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.57,00:42:5a:67:c4:41,VLAN10,noop,,Mac,484,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,40558,0000000013,MAC-Fiorucci,18:26:45,Reserved,,1501,6,0,2026-07-01T06:33:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0xiHJ8BimBA0eJ5Zxbe,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5353,,+0200,,1782836805265531064,78276551,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::fb,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5353,17,5353,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:58,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5353,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vUxiHJ8BimBA0eJ5jhbn,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:42:5a:67:c4:41,+0200,,1782836805498991464,2390803831,8,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.57,00:42:5a:67:c4:41,VLAN10,noop,,Mac,648,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,46679,0000000013,MAC-Fiorucci,18:26:45,Reserved,,1888,8,0,2026-07-01T06:34:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vkxiHJ8BimBA0eJ5jhbn,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,00:42:5a:67:c4:41,+0200,,1782836805468996665,2390803783,6,traffic,Reserved,181,,,77,forward,accept,Fiorucci-FG-01,172.30.23.57,00:42:5a:67:c4:41,VLAN10,noop,,Mac,484,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,36355,0000000013,MAC-Fiorucci,18:26:45,Reserved,,1754,6,0,2026-07-01T06:34:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10xiHJ8BimBA0eJ5tRb7,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782836805651568404,2390822595,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,59817,0001000014,,18:26:45,Reserved,,0,0,,2026-07-01T06:34:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ExiHJ8BimBA0eJ5tRb7,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782836805634649185,2390822591,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,53474,0001000014,,18:26:45,Reserved,,0,0,,2026-07-01T06:34:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8UxiHJ8BimBA0eJ53RYJ,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782836805652890484,2390822599,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,62115,0001000014,,18:26:45,Reserved,,0,0,,2026-07-01T06:34:28,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80xiHJ8BimBA0eJ53RYJ,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782836805665279104,2390822603,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,64735,0001000014,,18:26:45,Reserved,,0,0,,2026-07-01T06:34:28,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D0xjHJ8BimBA0eJ5BBcn,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:67:f9:ba:28,+0200,FSSO-DC,1782836805718997485,2390822139,6,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.1,00:80:67:f9:ba:28,VLAN30,noop,Industry,Mac,264,Industrial,notice,policy,Schneider,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56788,0000000013,MAC-Fiorucci,18:26:45,Reserved,ADM_BOSI,221,5,0,2026-07-01T06:34:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EExjHJ8BimBA0eJ5BBcn,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:f4:e5:4b:ac,+0200,FSSO-DC,1782836805719004645,2390822199,8,traffic,Reserved,2,,,77,forward,close,Fiorucci-FG-01,172.30.6.8,00:80:f4:e5:4b:ac,VLAN30,noop,,Mac,356,,notice,policy,Schneider,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56805,0000000013,MAC-Fiorucci,18:26:45,Reserved,ADM_BOSI,282,6,0,2026-07-01T06:34:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUxjHJ8BimBA0eJ5Kxcn,2026-06-30,FG100FTK23080008,172.30.5.74,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,FSSO-DC,1782836805799001925,2390804047,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VLAN30,72,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,63542,0000000013,Fiorucci-MAC,18:26:45,Reserved,FL_TRANCI_01,256,1,,2026-07-01T06:34:48,,,,,,,,,,,,00:13:3b:10:01:39,00:13:3b:10:01:39,0,,,,,,Windows,,ITPOME-WP170.fioruccifood.it,11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JkxjHJ8BimBA0eJ5Kxcn,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:f4:eb:13:0a,+0200,FSSO-DC,1782836805748996624,2390822203,8,traffic,Reserved,2,,,77,forward,close,Fiorucci-FG-01,172.30.6.18,00:80:f4:eb:13:0a,VLAN30,noop,,Mac,356,,notice,policy,Schneider,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56810,0000000013,MAC-Fiorucci,18:26:45,Reserved,ADM_BOSI,282,6,0,2026-07-01T06:34:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0xjHJ8BimBA0eJ5Uhc1,2026-06-30,FG100FTK23080008,172.16.70.37,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,4356,00:40:8c:cd:00:36,+0200,,1782836805818992764,2390822291,12,traffic,Reserved,1,,,77,forward,close,Fiorucci-FG-01,172.30.5.104,00:40:8c:cd:00:36,VLAN30,noop,,Mac,492,,notice,policy,Axis,189,ipsecvpn,root,lan,unscanned,tcp/4356,6,58754,0000000013,MAC-Fiorucci,18:26:45,Reserved,,24384,21,0,2026-07-01T06:34:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,58749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20xhHJ8BimBA0eJ5VhVc,2026-06-30,FG100FTK23080008,fe80::4009:4533:3db0:b8bd,lan,,547,,+0200,,1782836805098824944,78276503,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::1:2,,root,noop,,VALN80,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,DHCP6,17,546,0001000014,,18:26:45,,,0,0,,2026-07-01T06:32:48,,,,,,,,,,,,d0:67:e5:56:b7:eb,d0:67:e5:56:b7:eb,0,,,,Dell,,Windows,DHCP6,,7,,,Computer,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ExhHJ8BimBA0eJ5VhVc,2026-06-30,FG100FTK23080008,172.16.70.46,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,1000,00:04:24:ae:c6:2b,+0200,FSSO-DC,1782836805118998284,2390821807,1,traffic,Reserved,5,,,77,forward,server-rst,Fiorucci-FG-01,172.30.0.112,00:04:24:ae:c6:2b,VLAN30,noop,Smart,Mac,52,Security,notice,policy,Axess,189,ipsecvpn,root,lan,unscanned,porta1000,6,58732,0000000013,MAC-Fiorucci,18:26:45,Reserved,ADM,40,1,0,2026-07-01T06:32:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9UxhHJ8BimBA0eJ5fRVv,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:f4:eb:10:7a,+0200,FSSO-DC,1782836805168991524,2390822087,12,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.19,00:80:f4:eb:10:7a,VLAN30,noop,,Mac,540,,notice,policy,Schneider,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56778,0000000013,MAC-Fiorucci,18:26:45,Reserved,ADM_BOSI,392,8,0,2026-07-01T06:32:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90xhHJ8BimBA0eJ5fRVv,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5353,,+0200,,1782836805214932524,78276507,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::fb,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5353,17,5353,0001000014,,18:26:45,,,0,0,,2026-07-01T06:32:58,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5353,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GExhHJ8BimBA0eJ5pBZ7,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5355,,+0200,,1782836805230370505,78276511,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::1:3,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5355,17,55677,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:08,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5355,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUxhHJ8BimBA0eJ5pBZ7,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5355,,+0200,,1782836805230679045,78276515,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::1:3,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5355,17,62818,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:08,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5355,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0xhHJ8BimBA0eJ5yxaW,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5353,,+0200,,1782836805230949645,78276519,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::fb,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5353,17,5353,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5353,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NExhHJ8BimBA0eJ5yxaW,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5353,,+0200,,1782836805237076285,78276527,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::fb,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5353,17,5353,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5353,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TExhHJ8BimBA0eJ58haa,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5353,,+0200,,1782836805234582925,78276523,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::fb,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5353,17,5353,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:28,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5353,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0xhHJ8BimBA0eJ58han,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5353,,+0200,,1782836805239795005,78276531,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::fb,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5353,17,5353,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:28,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5353,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZkxiHJ8BimBA0eJ5GRa1,2026-06-30,FG100FTK23080008,fe80::8066:985b:1314:3e1c,lan,,5355,,+0200,,1782836805246524004,78276535,0,traffic,,0,,,0,local,deny,Fiorucci-FG-01,ff02::1:3,,root,noop,,VLAN410,0,,notice,local-in-policy6,,189,,root,undefined,unscanned,udp/5355,17,60886,0001000014,,18:26:45,,,0,0,,2026-07-01T06:33:38,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,udp/5355,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
